head,head_type,tail,tail_type,relation,journal_id,docs
湿疹,皮肤病,湿热证,中医辨证,诊断原则,2024552,"""浅谈赵炳南“首辨阴阳”学术思想对皮肤病湿证治疗的指导作用 赵炳南先生是我国当代中医皮外科泰斗,现代中医皮肤科的创建者,创立了一套独特的中医皮肤病辨治体系,创建了许多经典方剂和有效疗法,为中医皮肤科的创立和发展做出了巨大贡献。他治疗皮肤病以""""首辨阴阳""""为辨证原则,尤其是对于与湿相关的皮肤病,重点是辨别疾病属于湿热性亦或是湿气性,这实质是对皮肤病湿与热的辨证,是辨热重于湿抑或是湿重于热。这一思想尤其体现在对湿疹和带状疱疹的辨证治疗上,不仅如此,这一思想对于银屑病、痤疮等皮肤病的辨证和治疗,也有指导作用。学习和继承赵炳南学术思想,就应该坚持""""首辨阴阳""""的原则。"""
带状疱疹,皮肤病,湿气证,中医辨证,诊断原则,2024552,"""浅谈赵炳南“首辨阴阳”学术思想对皮肤病湿证治疗的指导作用 赵炳南先生是我国当代中医皮外科泰斗,现代中医皮肤科的创建者,创立了一套独特的中医皮肤病辨治体系,创建了许多经典方剂和有效疗法,为中医皮肤科的创立和发展做出了巨大贡献。他治疗皮肤病以""""首辨阴阳""""为辨证原则,尤其是对于与湿相关的皮肤病,重点是辨别疾病属于湿热性亦或是湿气性,这实质是对皮肤病湿与热的辨证,是辨热重于湿抑或是湿重于热。这一思想尤其体现在对湿疹和带状疱疹的辨证治疗上,不仅如此,这一思想对于银屑病、痤疮等皮肤病的辨证和治疗,也有指导作用。学习和继承赵炳南学术思想,就应该坚持""""首辨阴阳""""的原则。"""
湿热类型,症状,湿疹、带状疱疹,皮肤病,与,2024552,"""浅谈赵炳南“首辨阴阳”学术思想对皮肤病湿证治疗的指导作用 赵炳南先生是我国当代中医皮外科泰斗,现代中医皮肤科的创建者,创立了一套独特的中医皮肤病辨治体系,创建了许多经典方剂和有效疗法,为中医皮肤科的创立和发展做出了巨大贡献。他治疗皮肤病以""""首辨阴阳""""为辨证原则,尤其是对于与湿相关的皮肤病,重点是辨别疾病属于湿热性亦或是湿气性,这实质是对皮肤病湿与热的辨证,是辨热重于湿抑或是湿重于热。这一思想尤其体现在对湿疹和带状疱疹的辨证治疗上,不仅如此,这一思想对于银屑病、痤疮等皮肤病的辨证和治疗,也有指导作用。学习和继承赵炳南学术思想,就应该坚持""""首辨阴阳""""的原则。"""
湿热类型,症状,银屑病、痤疮,皮肤病,与,2024552,"""浅谈赵炳南“首辨阴阳”学术思想对皮肤病湿证治疗的指导作用 赵炳南先生是我国当代中医皮外科泰斗,现代中医皮肤科的创建者,创立了一套独特的中医皮肤病辨治体系,创建了许多经典方剂和有效疗法,为中医皮肤科的创立和发展做出了巨大贡献。他治疗皮肤病以""""首辨阴阳""""为辨证原则,尤其是对于与湿相关的皮肤病,重点是辨别疾病属于湿热性亦或是湿气性,这实质是对皮肤病湿与热的辨证,是辨热重于湿抑或是湿重于热。这一思想尤其体现在对湿疹和带状疱疹的辨证治疗上,不仅如此,这一思想对于银屑病、痤疮等皮肤病的辨证和治疗,也有指导作用。学习和继承赵炳南学术思想,就应该坚持""""首辨阴阳""""的原则。"""
湿气,中医证型,湿疹,疾病,与 相关,2024553,"""浅谈赵炳南“首辨阴阳”学术思想对皮肤病湿证治疗的指导作用 赵炳南先生治疗皮肤病以""""首辨阴阳""""为原则,尤其是对于与湿相关的皮肤病,重点是辨别疾病属于湿热性亦或是湿气性;是热重于湿抑或是湿重于热。这点尤其体现在对湿疹和带状疱疹的辨证治疗上。学习和继承赵炳南学术思想,就应该坚持""""首辨阴阳""""的原则。"""
湿热,中医证型,带状疱疹,疾病,与 相关,2024553,"""浅谈赵炳南“首辨阴阳”学术思想对皮肤病湿证治疗的指导作用 赵炳南先生治疗皮肤病以""""首辨阴阳""""为原则,尤其是对于与湿相关的皮肤病,重点是辨别疾病属于湿热性亦或是湿气性;是热重于湿抑或是湿重于热。这点尤其体现在对湿疹和带状疱疹的辨证治疗上。学习和继承赵炳南学术思想,就应该坚持""""首辨阴阳""""的原则。"""
中医辨证论治,治疗原则,赵炳南的'首辨阴阳',学术思想,指导,2024553,"""浅谈赵炳南“首辨阴阳”学术思想对皮肤病湿证治疗的指导作用 赵炳南先生治疗皮肤病以""""首辨阴阳""""为原则,尤其是对于与湿相关的皮肤病,重点是辨别疾病属于湿热性亦或是湿气性;是热重于湿抑或是湿重于热。这点尤其体现在对湿疹和带状疱疹的辨证治疗上。学习和继承赵炳南学术思想,就应该坚持""""首辨阴阳""""的原则。"""
湿证,中医证型,赵炳南,中医家,指导,2024553,"""浅谈赵炳南“首辨阴阳”学术思想对皮肤病湿证治疗的指导作用 赵炳南先生治疗皮肤病以""""首辨阴阳""""为原则,尤其是对于与湿相关的皮肤病,重点是辨别疾病属于湿热性亦或是湿气性;是热重于湿抑或是湿重于热。这点尤其体现在对湿疹和带状疱疹的辨证治疗上。学习和继承赵炳南学术思想,就应该坚持""""首辨阴阳""""的原则。"""
湿疹,中医疾病,湿热性,中医证候,治疗,2024553,"""浅谈赵炳南“首辨阴阳”学术思想对皮肤病湿证治疗的指导作用 赵炳南先生治疗皮肤病以""""首辨阴阳""""为原则,尤其是对于与湿相关的皮肤病,重点是辨别疾病属于湿热性亦或是湿气性;是热重于湿抑或是湿重于热。这点尤其体现在对湿疹和带状疱疹的辨证治疗上。学习和继承赵炳南学术思想,就应该坚持""""首辨阴阳""""的原则。"""
带状疱疹,中医疾病,湿气性,中医证候,治疗,2024553,"""浅谈赵炳南“首辨阴阳”学术思想对皮肤病湿证治疗的指导作用 赵炳南先生治疗皮肤病以""""首辨阴阳""""为原则,尤其是对于与湿相关的皮肤病,重点是辨别疾病属于湿热性亦或是湿气性;是热重于湿抑或是湿重于热。这点尤其体现在对湿疹和带状疱疹的辨证治疗上。学习和继承赵炳南学术思想,就应该坚持""""首辨阴阳""""的原则。"""
赵炳南,名医,狐惑病,中医疾病,治疗方法,2024554,"""浅谈赵炳南治疗狐惑病的经验 <正>赵炳南先生是我国现代著名中医学家,以擅长中医皮科、外科而闻名,其独特的学术思想、临床经验,对后世影响很大。在皮肤病临床治疗上,重视整体观念,常说""""皮肤疮疡虽形于外,而实发于内。没有内乱,不得外患。""""赵老认为阴阳之平衡,气血之调和,脏腑经络之通畅,与病损变化息息相关,在血管炎及免疫相关性皮肤病治疗中,一方面善于应用调和阴阳、中和气血的药物,另一方面,特别注意外治的辨证与用药方式,对外用药的配制、使用有独到之处,因而常能取得满意疗效。"""
狐惑病,中医证型,皮肤症状,临床表现,特点,2024554,"""浅谈赵炳南治疗狐惑病的经验 <正>赵炳南先生是我国现代著名中医学家,以擅长中医皮科、外科而闻名,其独特的学术思想、临床经验,对后世影响很大。在皮肤病临床治疗上,重视整体观念,常说""""皮肤疮疡虽形于外,而实发于内。没有内乱,不得外患。""""赵老认为阴阳之平衡,气血之调和,脏腑经络之通畅,与病损变化息息相关,在血管炎及免疫相关性皮肤病治疗中,一方面善于应用调和阴阳、中和气血的药物,另一方面,特别注意外治的辨证与用药方式,对外用药的配制、使用有独到之处,因而常能取得满意疗效。"""
狐惑病,中医疾病,阴阳平衡,治法,由 治疗,2024554,"""浅谈赵炳南治疗狐惑病的经验 <正>赵炳南先生是我国现代著名中医学家,以擅长中医皮科、外科而闻名,其独特的学术思想、临床经验,对后世影响很大。在皮肤病临床治疗上,重视整体观念,常说""""皮肤疮疡虽形于外,而实发于内。没有内乱,不得外患。""""赵老认为阴阳之平衡,气血之调和,脏腑经络之通畅,与病损变化息息相关,在血管炎及免疫相关性皮肤病治疗中,一方面善于应用调和阴阳、中和气血的药物,另一方面,特别注意外治的辨证与用药方式,对外用药的配制、使用有独到之处,因而常能取得满意疗效。"""
狐惑病,中医证型,调和阴阳药物,药物,药物,2024554,"""浅谈赵炳南治疗狐惑病的经验 <正>赵炳南先生是我国现代著名中医学家,以擅长中医皮科、外科而闻名,其独特的学术思想、临床经验,对后世影响很大。在皮肤病临床治疗上,重视整体观念,常说""""皮肤疮疡虽形于外,而实发于内。没有内乱,不得外患。""""赵老认为阴阳之平衡,气血之调和,脏腑经络之通畅,与病损变化息息相关,在血管炎及免疫相关性皮肤病治疗中,一方面善于应用调和阴阳、中和气血的药物,另一方面,特别注意外治的辨证与用药方式,对外用药的配制、使用有独到之处,因而常能取得满意疗效。"""
狐惑病,中医证型,中和气血药物,药物,药物,2024554,"""浅谈赵炳南治疗狐惑病的经验 <正>赵炳南先生是我国现代著名中医学家,以擅长中医皮科、外科而闻名,其独特的学术思想、临床经验,对后世影响很大。在皮肤病临床治疗上,重视整体观念,常说""""皮肤疮疡虽形于外,而实发于内。没有内乱,不得外患。""""赵老认为阴阳之平衡,气血之调和,脏腑经络之通畅,与病损变化息息相关,在血管炎及免疫相关性皮肤病治疗中,一方面善于应用调和阴阳、中和气血的药物,另一方面,特别注意外治的辨证与用药方式,对外用药的配制、使用有独到之处,因而常能取得满意疗效。"""
外敷药膏,药物,三七粉,药物成分,成分,2024554,"""浅谈赵炳南治疗狐惑病的经验 <正>赵炳南先生是我国现代著名中医学家,以擅长中医皮科、外科而闻名,其独特的学术思想、临床经验,对后世影响很大。在皮肤病临床治疗上,重视整体观念,常说""""皮肤疮疡虽形于外,而实发于内。没有内乱,不得外患。""""赵老认为阴阳之平衡,气血之调和,脏腑经络之通畅,与病损变化息息相关,在血管炎及免疫相关性皮肤病治疗中,一方面善于应用调和阴阳、中和气血的药物,另一方面,特别注意外治的辨证与用药方式,对外用药的配制、使用有独到之处,因而常能取得满意疗效。"""
狐惑病,中医疾病,调和阴阳、中和气血的药物,治法,使用,2024554,"""浅谈赵炳南治疗狐惑病的经验 <正>赵炳南先生是我国现代著名中医学家,以擅长中医皮科、外科而闻名,其独特的学术思想、临床经验,对后世影响很大。在皮肤病临床治疗上,重视整体观念,常说""""皮肤疮疡虽形于外,而实发于内。没有内乱,不得外患。""""赵老认为阴阳之平衡,气血之调和,脏腑经络之通畅,与病损变化息息相关,在血管炎及免疫相关性皮肤病治疗中,一方面善于应用调和阴阳、中和气血的药物,另一方面,特别注意外治的辨证与用药方式,对外用药的配制、使用有独到之处,因而常能取得满意疗效。"""
狐惑病,中医证型,外敷药膏,药物,用药,2024554,"""浅谈赵炳南治疗狐惑病的经验 <正>赵炳南先生是我国现代著名中医学家,以擅长中医皮科、外科而闻名,其独特的学术思想、临床经验,对后世影响很大。在皮肤病临床治疗上,重视整体观念,常说""""皮肤疮疡虽形于外,而实发于内。没有内乱,不得外患。""""赵老认为阴阳之平衡,气血之调和,脏腑经络之通畅,与病损变化息息相关,在血管炎及免疫相关性皮肤病治疗中,一方面善于应用调和阴阳、中和气血的药物,另一方面,特别注意外治的辨证与用药方式,对外用药的配制、使用有独到之处,因而常能取得满意疗效。"""
湿热毒,中医证候,泛发性脓疱型银屑病,中医疾病,导致,2024555,秦艽丸治疗泛发性脓疱型银屑病临证阐析 泛发性脓疱型银屑病是皮肤科的疑难重症，严重时可能危及患者生命。中医皮外科创始人及奠基者赵炳南教授认为本病是由湿、热、毒互结郁于血分，发于肌肤所致，疾病后期易化瘀，并导致气血失和。秦艽丸有凉血活血、除湿解毒、养血益气之效。赵炳南教授运用秦艽丸临证加减治疗泛发性脓疱型银屑病，热象重者加用槐花、丹参，湿象重者加白鲜皮、地肤子、苦参、土茯苓、苍术、白术，顽湿不退者加虫类药物，阴血亏耗者加当归、生地黄。秦艽丸能够缓解皮损糜烂黏腻、脓疱、红肿疼痛之象，促进皮损消退。
