ID,人名,疾病,临证经验,资料来源
158,赵炳南,皮肤病,"凉血解毒惯用生地炭、银花炭；鲜荷叶捣汁调散剂外敷治疮疖；小便不利下肢浮肿用茵陈；脱朽骨加服象牙面；治疗疮疡重视脾胃；脓疮喜用生山甲、生皂刺，溃疡用山甲炭、皂刺炭；湿疹糜烂渗出严重者用马齿苋、紫花地丁水煎湿敷；治斑秃用天麻；疮痈久不敛合者以赤石脂研末外用；银屑病血燥型治疗除了重用养血润燥外,还加用健脾利湿药,如白术、茯苓、薏苡仁等。

","李敏,张苍,蔡念宁.赵炳南调和阴阳治疗慢性荨麻疹经验探析[J].中国中西医结合皮肤性病学杂志,2009,06:361-362."
159,赵炳南,皮肤病,"病程较长,皮损呈散发、肥厚的皮肤病多为为湿邪所致;湿邪久霸,精气内耗,精亏则液燥。皮肤枯燥、脱屑、瘙痒也是内湿的外在表现;甚而对于皮肤干燥、肥厚增生而明显瘙痒的皮损,也是属于顽湿聚结。其主要根据是由于机体内部水湿不化,津液不能输布,肌肤失于营养,所以发生干燥、脱屑、瘙痒","张坤.赵炳南外科临证经验拾萃[J].实用中医内科杂志,2008,08:9-10."
160,赵炳南,神经性皮炎,"湿有内湿、外湿,湿为重浊有质之邪,其性黏腻,湿邪蕴久可以化热生虫,湿热凝固聚结于肌肤腠理之间,则皮肤粗糙肥厚,明显瘙痒。神经性皮炎以内湿为主,而且非常顽固,可谓之顽湿;湿性黏腻故反复发作缠绵不愈,所以不能单纯根据有无渗出液而辨湿,应当根据发病的机理和临床特点综合来看","张坤.赵炳南外科临证经验拾萃[J].实用中医内科杂志,2008,08:9-10."
161,赵炳南,带状疱疹,"不能拘泥于已有的一方一药, 而应根据具体情况, 认真辨证治疗, 才能取得较理想的效果将本病共分为7 型论治:肝胆湿热型(治宜“清肝胆湿热汤”加减);脾肺湿气型(治宜“健脾除湿清肺汤”加减);毒邪侵营, 热入心包型(治宜“解毒清营止痛汤”加减);气隔血瘀型(治宜“理气化瘀止痛汤”加减);气虚伤阴血瘀型(治宜“益气养阴止痛汤”加减);肝心二经风火型(治宜“凉血祛风止痛汤”加减);经络阻隔型(治宜“舒肝益气止痛汤”加减)","邓丙戌.赵炳南先生的治学思想探讨[J].北京中医,2004,05:267-269."
162,赵炳南,湿疹,“正是因为湿邪有重浊、黏腻的特点，因此，病理过程迁延日久，湿邪停滞，日久化燥，肌肤失养，是导致慢性肥厚性皮肤病的关键，故仍以治湿为本”。常谓：“善治湿疹者，当可谓善治皮肤病之半”。,"徐江雁,韦大文.赵炳南先生治疗皮肤病的学术特点[J].中华中医药杂志,2008,06:481-485."
163,赵炳南,败血症,益气养阴法,"郎继孝,李松林,唐由君.赵炳南益气养阴法治疗败血症探究[J].辽宁中医杂志,1997,12:13."
164,赵炳南,皮肤病,"中医辨证为湿热壅盛、热重于湿型者,均可用清热除湿汤加减进行治疗。如针对湿疹、接触性皮炎等过敏性皮肤病急性发作时,感染重者加金银花、蒲公英、板蓝根；瘙痒明显者加白鲜皮、苦参；大便干者加大黄；如带状疱疹加板蓝根、薏苡仁、马齿苋等以加强抗病毒治疗；若伴有疼痛者,酌加延胡索、川楝子等理气止痛之品。","李敏,蔡念宁,张广中,张苍.赵炳南用清热除湿汤治疗急性湿热性皮肤病探析[J].中国中医药信息杂志,2012,02:88."
165,赵炳南,过敏性紫癜,"本病属“葡萄疫”、“血风疮”等范畴。多因血热壅盛,迫血妄行,血不循经,溢于脉络,凝滞成斑,复感风邪,则发病骤然,发无定处；尚有因脾胃虚寒,中气不足,气虚不摄,脾不统血,血不归经,外溢而致紫癜；此外,血热壅盛,灼伤阴血,日久及肾,肾阴不足,亦可发为本病。","刘志勇,王莒生,张广中.赵炳南治疗过敏性紫癜经验[J].中国中医药信息杂志,2012,03:87-88."
166,赵炳南,口腔扁平苔藓,"从阴阳总纲出发, 以四藤调和阴阳, 花类药宣散引经, 炭药止血收涩, 随证加减清透补养之品, 并配合外用活血生肌固敛之味。他遣药切中, 用药精当, 抓住主证, 内外兼施, 诸药相谐, 以达阴阳调和, 气血流畅的佳效。","曹洋,张苍,蔡念宁.赵炳南治疗口腔扁平苔藓经验拾遗[A].中华中医药学会.中华中医药学会皮肤科分会第六次学术年会、赵炳南学术思想研讨会、全国皮肤科中医外治高级研修班论文集[C].中华中医药学会:,2009:4."
167,赵炳南,系统性红斑狼疮,他认为该病是因先天禀赋不足，肾精亏乏，或七情内伤，劳累过度，或房事不节，或外受毒热之邪，均可致阴阳失调，气血运行不畅，瘀阻经脉，五脏耗伤。其临床表现以虚象为主要特点。从脏腑功能受损情况来看，又以肝脾肾三脏为明显。在辨治时，要把握住先后天之本，以扶正固本法治疗该病，从燮理阴阳，调和气血，通经活络调治整体入手。,"秦汉琨.赵炳南治疗系统性红斑性狼疮经验拾零[J].中医杂志,1986,12:14-15."
168,赵炳南,"荨麻疹
","本病初发多属实证, 久病则多为虚证, 而风邪是本病主要外因。“ 风为百病之长, 善行而数变” 。风寒相合而为风寒之邪, 风热相合而为风热之邪, 二者又可互相转化。因此治疗当以祛风为主, 并根据挟寒、挟热不同, 酌用清热或散寒之法。本病日久则多属虚证, 应配以益气养血之法。","耿学英.赵炳南治疗荨麻疹经验探讨[J].中医研究,2008,03:56-58."
169,赵炳南,银屑病,"血热型，皮疹发生及发展迅速,皮肤潮红,皮疹多呈点滴状,新生皮疹不断出现,鳞屑较多,表层易剥离 ,基底有点状出血,痰痒明显,常伴有口干舌燥,心烦易怒,大便干,小便黄。舌质红,舌苔黄或腻,脉弦滑或数。血燥型，皮疹呈硬币状或大片融合,有明显浸润,表面鳞屑少附着较紧,强行剥离后基底部出血点不明显,很少有新鲜皮疹出现,全身症状多不明显,舌质淡,舌苔薄白,脉沉缓或沉细 。舌质淡红,苔少,脉缓或沉细。","石云.赵炳南治疗银屑病经验介绍[A].中华中医药学会.中华中医药学会皮肤科分会第六次学术年会、赵炳南学术思想研讨会、全国皮肤科中医外治高级研修班论文集[C].中华中医药学会:,2009:2."
170,张志礼,带状疱疹,"始终重视正邪关系，, 并采用扶正固本, ，行气活血，化瘀解毒的治法","杨秀珍,安家丰.张志礼教授治疗带状疱疹经验摭拾[J].广西中医药,1995,03:23+27."
171,朱仁康,皮肤病,"朱老在治疗皮肤病中经常使用养阴法, 是根据多年临床经验辨证分型认为在皮肤病中因外感风燥型多采用养阴润燥法, 同时临床必须抓住其主要矛盾或主要矛盾方面, 选择同类药物中作用较强之品, 认证准确、捣其中坚, 其他次要矛盾也就迎用而解。毋需见一症加一药,简化处方, 提高了疗效。","梁锡宗.朱仁康应用养阴法治疗皮肤病的经验[J].中医临床与保健,1993,02:24-25."
172,朱仁康,皮肤瘙痒,"朱老在临床中发现, 风瘙痒总的原因不离乎风, 风可分为外风、内风。外风可有风热、风湿。内风可有血热生风、血虚生风及血瘀生风。外感风湿，湿蕴化热, 风湿热邪久羁皮肤, 内不能疏泄, 外不得透达,怫郁于皮毛腠理而发为瘙痒。或动风之物, 多能助长心火偏激, 激惹血热扑肤而痒。或血虚风燥, 肌肤失养, 风胜则燥, 风动则痒, 最终导致本病的发生。","李社改.朱仁康治疗风瘙痒经验[J].辽宁中医杂志,2005,11:1117."
173,朱仁康,湿疹,"湿疹是由多种内外因素引起的一种具有明显渗出倾向的皮肤病, 皮疹多样性, 慢性期局限有浸润和肥厚, 瘙痒剧烈, 易复发。朱仁康老中医积多年临床经验, 将湿疹分为湿热、血热、脾虚及阴伤四型, 辨证施治, 获效良多。笔者有幸1992年随老师临证学习, 觉朱老方简效验, 在随后巧年临床中反复运用体会, 今将其经验简介如下。湿热症临床上多见于急性湿疹, 脂溢性湿疹, 慢性湿疹急性发作期。症见皮肤灼热红肿, 或现大片红斑、丘疹和水疱, 搔后糜烂、渗液, 甚至黄水淋漓, 黏而有腥味, 结痴后如松脂, 伴心烦, 口渴思饮, 大便偏干,小便黄或赤, 舌质红, 苔黄或黄腻, 脉滑数。治宜利湿清热, 以龙胆泻肝汤加减。方用: 生地黄30g, 丹皮10g, 黄芩10g, 车前子10g, 茯苓15g, 泽泻10g, 龙胆草6g, 六一散10g。如搔抓感染起脓疱时加蒲公英12g,金银花10g, 连翘10g, 大便偏干加大青叶10g。按: 此类证型最多见, 发病迅速。上方虽为龙胆泻肝汤加减, 像此证只清肝胆湿热, 其实不然。朱老认为湿疹因心绪烦扰, 脾失健运, 湿从内生。心烦属神志因素, 由心和肝所主, 治疗湿疹当清心利小便,清肝利湿热, 健脾淡渗利湿, 故龙胆泻肝汤去柴胡、当归, 加重生地黄清心凉血, 六一散清心利小便。这种加减法已被许多中医皮科医生所运用。血热证由于内蕴湿热, 外受于风, 热重于湿出现丘疹性湿疹。症见身起红粟( 以红丘疹为主), 搔破出血, 渗水不多, 剧烈瘙痒, 可见搔痕累累, 尤以夜间为甚, 舌质红, 苔薄白或薄黄, 脉弦数。治以凉血消风为主,祛湿清热为辅, 方用皮癣汤加减: 生地黄30g, 丹皮10g, 赤芍药10g, 黄芩10g, 苦参6g, 白鲜皮10g 地肤子10g , 丹参15g, 甘草6g。按: 此种证型是热重于湿, 以血热为主。朱老认为湿疹的发病与心火和脾湿最为密切, 热重于湿即心火偏重, 心主血脉故皮肤表现为红斑或红丘疹,血热妄行出现剧烈瘙痒, 搔破出血, 搔痕累累, 以夜间为甚。朱老用清热凉血药生地黄、丹皮、赤芍药,夜间痒重加丹参, 心烦加黄芩, 祛湿止痒佐以苦参、白鲜皮、地肤子。脾湿证由于脾失健运, 湿从内生, 浸淫成疮, 多见于亚急性湿疹或泛发性湿疹, 症见皮肤黯淡不红, 成片水裹( 隐在皮肤内的水疱), 搔痒才见渗水, 后期干燥脱屑, 面色无华, 饮食不香, 纳差, 大便溏薄, 小便不黄, 或有腹胀等脾胃症状。舌质淡, 苔薄白或白腻, 脉缓滑等。治以健脾利湿为主, 方用除湿胃苓汤加减: 苍术l0g,陈皮10g, 茯苓15g, 泽泻10g, 六一散30g, 白鲜皮10g, 蛇床子10g。胃呆纳差加蕾香10g, 佩兰10g芳香化湿: 腹胀加川朴10g, 大腹皮10g。按: 此型表现脾虚湿胜, 热象不显, 治以健脾利湿为主。朱老将脾湿证的健脾用药选择运脾的苍术、陈皮, 而不用健脾益气的黄芪、白术和党参, 也不用健脾和胃之山药、白扁豆; 而用淡渗利湿之茯苓、泽泻, 不用苦寒燥湿的黄芩、黄连、黄柏。治则很明确健脾运化水湿, 重在运化, 除湿重在淡渗利湿而不伤脾、碍脾。全方合用, 看似平淡, 却相得益彰,故效果明显。阴伤证病延日久, 长期渗水过多, 致伤阴耗血, 血燥生风, 或因长期服用苦寒燥湿、淡渗利湿之品, 造成伤阴耗血。多见于泛发性湿疹或慢性湿疹。症见皮肤浸润, 干燥脱屑, 瘙痒剧烈。舌红苔剥或舌淡苔光。治以滋阴除湿为法。药用: 生地黄30g, 玄参10g, 当归10g,丹参15g 茯苓15g, 泽泻10g, 白鲜皮10g, 蛇床子10g。按: 阴伤证的主要辨证指标是舌红苔剥( 阴伤), 或舌淡苔光( 耗血)。朱老用本方生地黄、玄参、当归、丹参滋阴养血而不助湿, 茯苓、泽泻除湿而不伤阴, 用于反复不愈的湿疹及慢性阴囊湿疹疗效较好。对此证型, 切忌重用燥湿或利湿之品, 以免重伤其阴, 症情越来越差。凡脾湿肺燥之人, 出现燥湿同形同病, 最为适于滋阴除湿方。此法为朱老治疗湿疹经验的最重要一点, 也是湿疹治疗中易于疏忽的一法。总之, 朱仁康老中医治疗湿疹的经验丰富, 用药平淡简练, 易学, 效果显著, 在笔者巧年的临床工作中获益多多, 今撰此文, 与大家共享。","朱立宏.朱仁康治疗湿疹的经验[A].《中华中医药杂志》编辑部.全国第七届中医药继承创新与发展研讨会文集[C].《中华中医药杂志》编辑部:,2008:1."
174,朱仁康,异位性皮炎,"朱仁康老师从事中医皮肤科40余年, 积累了丰富的临床经验, 认为AD发生是由于先天禀赋不足, 食五辛发物,遗热于胎儿所致; 或后天饮食失调, 致脾胃虚弱, 湿从内生,外感风、湿、热邪, 郁于皮肤腠理而成本病。病因以内因为主, 不外湿、热、风三者[3]。临床上采用内治、外治2法, 辨证论治分3证。1 湿热型此型多见于发育良好的肥胖儿童。由于血热脾湿, 侵淫肌肤。证见面颊部及全身发生潮红, 表面起红色粟米样丘疹, 破溃后糜烂、渗出, 结黄色痂皮, 大便干, 小便黄, 舌红苔薄黄, 脉滑数。治宜清热利湿。1岁以内儿童用牛黄清热散, 1天3次口服, 儿童及成人常用龙胆泻肝汤加减, 方药: 生地、牡丹皮、龙胆草、黄芩、山栀、茯苓皮、泽泻、木通、车前子、六一散。外治: 渗水多时用地榆30g, 马齿苋30g 煎水取汁, 置于盆中待凉, 用6 ~ 7层纱布浸汁, 稍拧, 湿敷于皮损上, 每10m in重复1次, 每次共30m in, 每日2~ 3次。然后用祛湿粉(黄柏、白芷、煅石膏)香油调搽或湿疹膏(青黛、黄柏、煅石膏、氧化锌、凡士林)外搽。2 脾湿型此症多见于2~ 4岁的儿童及青少年。由于脾运失健,湿从内生, 浸淫成疮。证见皮肤内大量密集水泡, 色黯淡不红, 搔痒后渗水, 后期干燥脱屑。面色无华, 饮食不香, 纳差, 大便溏薄, 小便不黄, 或有腹胀等脾胃症状。舌质淡, 舌体胖伴齿痕, 苔薄白或白腻, 脉缓滑等, 治以健脾利湿为主,以除湿胃苓汤加减。方药: 苍术、陈皮、厚朴、猪茯苓、泽泻、六一散、白鲜皮、地肤子。外治: 若有渗出时, 除同上述湿热型治疗外, 慢性皮损肥厚浸润者可用皮湿二膏( 地榆、密陀僧、凡士林)。3 阴伤型此型多见青少年或成人。由于病延日久, 长期渗水过多, 致伤阴耗血, 血燥生风, 亦可因长期服用苦寒燥湿之品或淡渗利湿之品, 造成伤阴耗血。症见头面、四肢及躯干皮肤干燥脱屑, 色素沉着, 皮肤呈苔藓化, 伴抓痕及血痂, 瘙痒剧烈, 部分患者皮损肥厚干燥或伴皲裂。舌红苔剥或舌淡苔光, 脉沉细。治宜滋阴除湿止痒。方药: 生地、玄参、当归、丹参、茯苓、泽泻、白鲜皮、蛇床子。","邢华.朱仁康治疗异位性皮炎的经验[J].中华中医药学刊,2007,02:229-230."
